,Unnamed: 0,close,date,high,low,open,volume
0,0,15.5,2020-07-02,15.989999771118164,15.229999542236328,15.699999809265135,6873700.0
1,1,15.149999618530273,2020-07-01,16.290000915527347,15.100000381469727,15.460000038146973,10726300.0
2,2,15.489999771118164,2020-06-30,15.9399995803833,15.300000190734865,15.609999656677244,6597300.0
3,3,15.789999961853027,2020-06-29,15.800000190734865,14.5600004196167,14.949999809265135,9848700.0
4,4,14.6899995803833,2020-06-26,15.6899995803833,14.520000457763672,15.199999809265135,12944000.0
5,5,15.369999885559082,2020-06-25,15.9399995803833,15.0,15.550000190734865,11643900.0
6,6,15.970000267028807,2020-06-24,16.950000762939453,15.65999984741211,16.889999389648438,11383000.0
7,7,17.200000762939453,2020-06-23,17.329999923706055,16.790000915527347,17.200000762939453,8965300.0
8,8,17.209999084472653,2020-06-22,17.649999618530273,16.84000015258789,17.010000228881836,7819600.0
9,9,17.069999694824222,2020-06-19,18.71999931335449,16.889999389648438,18.63999938964844,29596900.0
10,10,18.21999931335449,2020-06-18,18.809999465942386,17.729999542236328,18.0,6106900.0
11,11,18.420000076293945,2020-06-17,19.190000534057614,18.420000076293945,19.020000457763672,8239500.0
12,12,19.5,2020-06-16,20.1200008392334,18.709999084472656,19.239999771118164,20473900.0
13,13,17.270000457763672,2020-06-15,17.610000610351562,16.430000305175778,16.65999984741211,9597100.0
14,14,17.6299991607666,2020-06-12,18.399999618530273,16.809999465942386,18.280000686645508,11205800.0
15,15,17.149999618530273,2020-06-11,18.559999465942386,17.010000228881836,17.649999618530273,15102700.0
16,16,19.540000915527344,2020-06-10,21.01000022888184,19.530000686645508,21.01000022888184,9855700.0
17,17,21.229999542236328,2020-06-09,22.920000076293945,20.959999084472656,22.84000015258789,11873100.0
18,18,23.559999465942386,2020-06-08,24.5,22.420000076293945,24.420000076293945,9285600.0
19,19,22.6200008392334,2020-06-05,24.940000534057614,21.709999084472656,23.459999084472656,13841700.0
20,20,21.32999992370605,2020-06-04,21.549999237060547,19.13999938964844,19.25,12941500.0
21,21,19.43000030517578,2020-06-03,19.700000762939453,18.200000762939453,18.200000762939453,12095600.0
22,22,17.780000686645508,2020-06-02,17.889999389648438,16.280000686645508,16.850000381469727,11738500.0
