,Unnamed: 0,close,date,high,low,open,volume
0,0,2.509999990463257,2020-07-02,2.5899999141693115,2.470000028610229,2.549999952316284,14753000.0
1,1,2.5,2020-07-01,2.6800000667572017,2.4800000190734863,2.5,17919400.0
2,2,2.490000009536743,2020-06-30,2.509999990463257,2.390000104904175,2.4600000381469727,17522700.0
3,3,2.5,2020-06-29,2.5299999713897705,2.299999952316284,2.3399999141693115,19301400.0
4,4,2.299999952316284,2020-06-26,2.470000028610229,2.25,2.4200000762939453,65393700.0
5,5,2.509999990463257,2020-06-25,2.5199999809265137,2.2799999713897705,2.299999952316284,14907400.0
6,6,2.4300000667572017,2020-06-24,2.450000047683716,2.2300000190734863,2.4300000667572017,22156100.0
7,7,2.5,2020-06-23,2.5299999713897705,2.450000047683716,2.450000047683716,14629800.0
8,8,2.4300000667572017,2020-06-22,2.549999952316284,2.400000095367432,2.5199999809265137,17801600.0
9,9,2.539999961853028,2020-06-19,2.6700000762939453,2.5,2.6700000762939453,23213200.0
10,10,2.609999895095825,2020-06-18,2.7100000381469727,2.400000095367432,2.450000047683716,24216900.0
11,11,2.5799999237060547,2020-06-17,2.7799999713897705,2.5699999332427983,2.75,21099900.0
12,12,2.809999942779541,2020-06-16,3.109999895095825,2.5999999046325684,3.0999999046325684,50210500.0
13,13,2.869999885559082,2020-06-15,2.9300000667572017,2.3399999141693115,2.4100000858306885,42585400.0
14,14,2.609999895095825,2020-06-12,2.700000047683716,2.4100000858306885,2.609999895095825,29021200.0
15,15,2.299999952316284,2020-06-11,2.5699999332427983,2.049999952316284,2.190000057220459,40981000.0
16,16,2.7699999809265137,2020-06-10,3.150000095367432,2.5299999713897705,3.150000095367432,51923000.0
17,17,3.0699999332427983,2020-06-09,3.7000000476837163,3.0,3.3299999237060547,55765400.0
18,18,3.400000095367432,2020-06-08,3.4800000190734863,3.0299999713897705,3.2699999809265137,68544000.0
19,19,2.8299999237060547,2020-06-05,3.400000095367432,2.759999990463257,3.150000095367432,90268900.0
20,20,2.3199999332427983,2020-06-04,2.390000104904175,1.8999999761581419,1.9299999475479128,54024300.0
21,21,1.940000057220459,2020-06-03,1.950000047683716,1.809999942779541,1.8500000238418581,29728000.0
22,22,1.8400000333786009,2020-06-02,1.870000004768372,1.7999999523162842,1.8200000524520876,13988000.0
23,23,1.8500000238418581,2020-06-01,1.8500000238418581,1.6799999475479126,1.6799999475479126,18403700.0
24,24,1.690000057220459,2020-05-29,1.7899999618530271,1.690000057220459,1.7899999618530271,14878000.0
25,25,1.7699999809265137,2020-05-28,1.8999999761581419,1.7599999904632568,1.8799999952316284,13432800.0
26,26,1.870000004768372,2020-05-27,1.8999999761581419,1.75,1.8600000143051147,22071000.0
27,27,1.7799999713897705,2020-05-26,1.7899999618530271,1.7100000381469729,1.7300000190734863,18642000.0
28,28,1.6599999666213991,2020-05-22,1.6699999570846558,1.6200000047683716,1.6699999570846558,7408300.0
29,29,1.6599999666213991,2020-05-21,1.7000000476837158,1.6100000143051147,1.6699999570846558,16067700.0
30,30,1.6699999570846558,2020-05-20,1.6799999475479126,1.6100000143051147,1.6100000143051147,15598400.0
31,31,1.5900000333786009,2020-05-19,1.6799999475479126,1.5499999523162842,1.5800000429153442,17246100.0
32,32,1.6100000143051147,2020-05-18,1.6100000143051147,1.5299999713897705,1.6000000238418581,20636800.0
33,33,1.5,2020-05-15,1.559999942779541,1.4900000095367432,1.5099999904632568,10435500.0
34,34,1.5800000429153442,2020-05-14,1.5900000333786009,1.3300000429153442,1.4099999666213991,19079900.0
35,35,1.4500000476837158,2020-05-13,1.5499999523162842,1.399999976158142,1.5499999523162842,22739700.0
36,36,1.5499999523162842,2020-05-12,1.6100000143051147,1.5399999618530271,1.5800000429153442,16072700.0
37,37,1.559999942779541,2020-05-11,1.6399999856948853,1.5499999523162842,1.6399999856948853,15476600.0
38,38,1.6299999952316284,2020-05-08,1.6499999761581419,1.6000000238418581,1.6100000143051147,12035600.0
39,39,1.6100000143051147,2020-05-07,1.6499999761581419,1.6000000238418581,1.6299999952316284,13008200.0
40,40,1.5900000333786009,2020-05-06,1.75,1.5900000333786009,1.7200000286102295,15765900.0
41,41,1.6799999475479126,2020-05-05,1.8200000524520876,1.6799999475479126,1.7799999713897705,16415600.0
42,42,1.6499999761581419,2020-05-04,1.6799999475479126,1.5800000429153442,1.6499999761581419,15145700.0
43,43,1.6799999475479126,2020-05-01,1.7200000286102295,1.6499999761581419,1.7000000476837158,14860800.0
44,44,1.75,2020-04-30,1.8899999856948853,1.7100000381469729,1.8899999856948853,23902500.0
45,45,1.8999999761581419,2020-04-29,1.9900000095367432,1.830000042915344,1.8500000238418581,32496300.0
46,46,1.7999999523162842,2020-04-28,1.8500000238418581,1.6599999666213991,1.7200000286102295,33204500.0
47,47,1.6399999856948853,2020-04-27,1.690000057220459,1.5399999618530271,1.6000000238418581,18669300.0
48,48,1.5700000524520874,2020-04-24,1.6299999952316284,1.4700000286102295,1.6299999952316284,24099700.0
49,49,1.6299999952316284,2020-04-23,1.7000000476837158,1.6200000047683716,1.690000057220459,17602700.0
50,50,1.6699999570846558,2020-04-22,1.7400000095367432,1.6299999952316284,1.7300000190734863,16761500.0
51,51,1.6699999570846558,2020-04-21,1.7200000286102295,1.6200000047683716,1.6499999761581419,22038300.0
