,Unnamed: 0,close,date,high,low,open,volume
0,0,2890.300048828125,2020-07-02,2955.56005859375,2871.10009765625,2912.010009765625,6593400
1,1,2878.699951171875,2020-07-01,2895.0,2754.0,2757.989990234375,6363400
2,2,2758.820068359375,2020-06-30,2769.6298828125,2675.030029296875,2685.070068359375,3769700
3,3,2680.3798828125,2020-06-29,2696.800048828125,2630.080078125,2690.010009765625,4223400
4,4,2692.8701171875,2020-06-26,2782.570068359375,2688.0,2775.06005859375,6500800
5,5,2754.580078125,2020-06-25,2756.22998046875,2712.139892578125,2739.550048828125,2968700
6,6,2734.39990234375,2020-06-24,2796.0,2721.0,2780.0,4526600
7,7,2764.409912109375,2020-06-23,2783.110107421875,2718.0400390625,2726.02001953125,4231700
8,8,2713.820068359375,2020-06-22,2715.0,2669.0,2684.5,3208800
9,9,2675.010009765625,2020-06-19,2697.429931640625,2659.0,2678.080078125,5777000
10,10,2653.97998046875,2020-06-18,2659.639892578125,2636.110107421875,2647.010009765625,2487800
11,11,2640.97998046875,2020-06-17,2655.0,2631.820068359375,2647.5,2951100
12,12,2615.27001953125,2020-06-16,2620.0,2576.0,2620.0,3585600
13,13,2572.679931640625,2020-06-15,2584.0,2508.0,2526.60009765625,3865100
14,14,2545.02001953125,2020-06-12,2621.47998046875,2503.35009765625,2601.2099609375,5429600
15,15,2557.9599609375,2020-06-11,2671.3798828125,2536.22998046875,2603.5,5800100
16,16,2647.449951171875,2020-06-10,2722.35009765625,2626.260009765625,2645.0,4946000
17,17,2600.860107421875,2020-06-09,2626.429931640625,2525.0,2529.43994140625,5176000
18,18,2524.06005859375,2020-06-08,2530.0,2487.340087890625,2500.199951171875,3970700
19,19,2483.0,2020-06-05,2488.64990234375,2437.1298828125,2444.510009765625,3306400
20,20,2460.60009765625,2020-06-04,2507.5400390625,2450.010009765625,2477.429931640625,2948700
21,21,2478.39990234375,2020-06-03,2488.0,2461.169921875,2468.010009765625,2671000
22,22,2472.409912109375,2020-06-02,2473.530029296875,2445.31005859375,2467.0,2529900
23,23,2471.0400390625,2020-06-01,2476.929931640625,2444.169921875,2448.0,2928900
24,24,2442.3701171875,2020-05-29,2442.3701171875,2398.199951171875,2415.93994140625,3529300
25,25,2401.10009765625,2020-05-28,2436.969970703125,2378.22998046875,2384.330078125,3190200
26,26,2410.389892578125,2020-05-27,2413.580078125,2330.0,2404.989990234375,5056900
27,27,2421.860107421875,2020-05-26,2462.0,2414.06005859375,2458.0,3568200
28,28,2436.8798828125,2020-05-22,2469.85009765625,2430.1298828125,2455.010009765625,2867100
29,29,2446.739990234375,2020-05-21,2525.449951171875,2442.5400390625,2500.0,5114400
30,30,2497.93994140625,2020-05-20,2500.010009765625,2467.27001953125,2477.8701171875,3998100
31,31,2449.330078125,2020-05-19,2485.0,2428.969970703125,2429.830078125,4320500
32,32,2426.260009765625,2020-05-18,2433.0,2384.010009765625,2404.35009765625,4366600
33,33,2409.780029296875,2020-05-15,2411.0,2356.3701171875,2368.52001953125,4235000
34,34,2388.85009765625,2020-05-14,2391.3701171875,2353.2099609375,2361.010009765625,3648100
35,35,2367.919921875,2020-05-13,2407.699951171875,2337.800048828125,2366.800048828125,4782900
36,36,2356.949951171875,2020-05-12,2419.0,2355.0,2411.85009765625,3074900
37,37,2409.0,2020-05-11,2419.669921875,2372.110107421875,2374.699951171875,3253700
